geometry,tau,alpha,source_component,k_minus,count,sum_q0,sum_q1,sum_e0,sum_e1,sum_a0,sum_a1,sum_q0a0,sum_q1a1,sum_e0a0,sum_e1a1
tilted,"near_block:[1,1,5,1,0,0,0,1]",axial2:present,axial2,11,51,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",axial2:present,axial2,12,64,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",axial2:present,axial2,13,32,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",axial2:present,axial2,14,4,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",diag1:absent,diag1,9,37,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",diag1:absent,diag1,10,543,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",diag1:absent,diag1,11,3518,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",diag1:absent,diag1,12,13213,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",diag1:absent,diag1,13,30275,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",diag1:absent,diag1,14,40031,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",diag1:absent,diag1,15,29160,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",diag1:absent,diag1,16,11386,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",diag1:absent,diag1,17,2336,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",diag1:absent,diag1,18,229,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",diag1:absent,diag1,19,7,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",diag1:present,diag1,9,3,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",diag1:present,diag1,10,30,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",diag1:present,diag1,11,108,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",diag1:present,diag1,12,163,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",diag1:present,diag1,13,107,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",diag1:present,diag1,14,27,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",diag1:present,diag1,15,2,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",far:absent,far,9,13,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",far:absent,far,10,228,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",far:absent,far,11,1736,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",far:absent,far,12,7493,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",far:absent,far,13,19204,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",far:absent,far,14,27742,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",far:absent,far,15,21779,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",far:absent,far,16,9078,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",far:absent,far,17,1983,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",far:absent,far,18,208,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",far:absent,far,19,7,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",far:present,far,0,0,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_a:absent,knight_a,9,15,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_a:absent,knight_a,10,252,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_a:absent,knight_a,11,1794,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_a:absent,knight_a,12,7216,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_a:absent,knight_a,13,17686,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_a:absent,knight_a,14,25450,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_a:absent,knight_a,15,20345,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_a:absent,knight_a,16,8687,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_a:absent,knight_a,17,1917,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_a:absent,knight_a,18,197,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_a:absent,knight_a,19,6,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_a:present,knight_a,0,0,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_b:absent,knight_b,9,18,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_b:absent,knight_b,10,292,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_b:absent,knight_b,11,2051,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_b:absent,knight_b,12,8254,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_b:absent,knight_b,13,20030,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_b:absent,knight_b,14,27869,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_b:absent,knight_b,15,21450,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_b:absent,knight_b,16,8953,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_b:absent,knight_b,17,1975,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_b:absent,knight_b,18,208,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_b:absent,knight_b,19,7,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_b:present,knight_b,9,2,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_b:present,knight_b,10,16,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_b:present,knight_b,11,44,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_b:present,knight_b,12,52,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_b:present,knight_b,13,26,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",knight_b:present,knight_b,14,4,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",nn_other:absent,nn_other,9,21,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",nn_other:absent,nn_other,10,304,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",nn_other:absent,nn_other,11,1959,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",nn_other:absent,nn_other,12,7379,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",nn_other:absent,nn_other,13,17089,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",nn_other:absent,nn_other,14,23224,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",nn_other:absent,nn_other,15,17711,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",nn_other:absent,nn_other,16,7310,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",nn_other:absent,nn_other,17,1579,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",nn_other:absent,nn_other,18,161,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",nn_other:absent,nn_other,19,5,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",nn_other:present,nn_other,9,3,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",nn_other:present,nn_other,10,30,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",nn_other:present,nn_other,11,110,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",nn_other:present,nn_other,12,164,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",nn_other:present,nn_other,13,104,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",nn_other:present,nn_other,14,25,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,0,0,1]",nn_other:present,nn_other,15,2,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",axial2:absent,axial2,9,212,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",axial2:absent,axial2,10,2127,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",axial2:absent,axial2,11,9377,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",axial2:absent,axial2,12,23329,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",axial2:absent,axial2,13,33552,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",axial2:absent,axial2,14,26648,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",axial2:absent,axial2,15,11043,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",axial2:absent,axial2,16,2340,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",axial2:absent,axial2,17,254,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",axial2:absent,axial2,18,12,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",axial2:present,axial2,9,28,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",axial2:present,axial2,10,156,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",axial2:present,axial2,11,315,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",axial2:present,axial2,12,294,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",axial2:present,axial2,13,131,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",axial2:present,axial2,14,21,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",diag1:absent,diag1,9,645,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",diag1:absent,diag1,10,5701,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",diag1:absent,diag1,11,22418,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",diag1:absent,diag1,12,49934,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",diag1:absent,diag1,13,63992,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",diag1:absent,diag1,14,45425,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",diag1:absent,diag1,15,16978,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",diag1:absent,diag1,16,3272,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",diag1:absent,diag1,17,324,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",diag1:absent,diag1,18,14,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",diag1:present,diag1,9,68,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",diag1:present,diag1,10,354,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",diag1:present,diag1,11,646,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",diag1:present,diag1,12,525,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",diag1:present,diag1,13,178,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",diag1:present,diag1,14,22,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",diag1:present,diag1,15,1,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",far:absent,far,9,369,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",far:absent,far,10,3580,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",far:absent,far,11,15244,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",far:absent,far,12,36439,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",far:absent,far,13,49893,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",far:absent,far,14,37833,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",far:absent,far,15,15114,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",far:absent,far,16,3115,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",far:absent,far,17,329,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",far:absent,far,18,15,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",far:present,far,9,4,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",far:present,far,10,19,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",far:present,far,11,29,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",far:present,far,12,16,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",far:present,far,13,3,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_a:absent,knight_a,9,267,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_a:absent,knight_a,10,2600,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_a:absent,knight_a,11,11145,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_a:absent,knight_a,12,26930,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_a:absent,knight_a,13,37738,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_a:absent,knight_a,14,29451,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_a:absent,knight_a,15,12064,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_a:absent,knight_a,16,2505,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_a:absent,knight_a,17,261,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_a:absent,knight_a,18,12,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_a:present,knight_a,9,51,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_a:present,knight_a,10,220,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_a:present,knight_a,11,354,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_a:present,knight_a,12,252,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_a:present,knight_a,13,74,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_a:present,knight_a,14,6,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_b:absent,knight_b,9,338,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_b:absent,knight_b,10,3185,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_b:absent,knight_b,11,13235,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_b:absent,knight_b,12,30860,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_b:absent,knight_b,13,41139,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_b:absent,knight_b,14,30484,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_b:absent,knight_b,15,12025,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_b:absent,knight_b,16,2445,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_b:absent,knight_b,17,249,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_b:absent,knight_b,18,11,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_b:present,knight_b,9,25,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_b:present,knight_b,10,93,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_b:present,knight_b,11,123,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_b:present,knight_b,12,65,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",knight_b:present,knight_b,13,10,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",nn_other:absent,nn_other,9,221,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",nn_other:absent,nn_other,10,2187,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",nn_other:absent,nn_other,11,9365,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",nn_other:absent,nn_other,12,22276,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",nn_other:absent,nn_other,13,30358,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",nn_other:absent,nn_other,14,23023,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",nn_other:absent,nn_other,15,9156,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",nn_other:absent,nn_other,16,1827,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",nn_other:absent,nn_other,17,181,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",nn_other:absent,nn_other,18,8,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",nn_other:present,nn_other,9,40,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",nn_other:present,nn_other,10,192,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",nn_other:present,nn_other,11,345,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",nn_other:present,nn_other,12,248,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",nn_other:present,nn_other,13,69,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,1,5,1,0,1,0,0]",nn_other:present,nn_other,14,5,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",axial2:absent,axial2,10,24,0,24,0,24,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",axial2:absent,axial2,11,92,0,92,0,92,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",axial2:absent,axial2,12,113,0,113,0,113,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",axial2:absent,axial2,13,94,0,94,0,94,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",axial2:absent,axial2,14,12,0,12,0,12,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",axial2:present,axial2,10,1,0,1,0,1,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",axial2:present,axial2,11,2,0,2,0,2,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",axial2:present,axial2,12,1,0,1,0,1,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",diag1:absent,diag1,10,85,0,85,0,85,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",diag1:absent,diag1,11,265,0,265,0,265,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",diag1:absent,diag1,12,274,0,274,0,274,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",diag1:absent,diag1,13,222,0,222,0,222,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",diag1:absent,diag1,14,23,0,23,0,23,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",diag1:present,diag1,10,2,0,2,0,2,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",diag1:present,diag1,11,3,0,3,0,3,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",diag1:present,diag1,12,1,0,1,0,1,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",far:absent,far,10,13,0,13,0,13,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",far:absent,far,11,82,0,82,0,82,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",far:absent,far,12,120,0,120,0,120,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",far:absent,far,13,133,0,133,0,133,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",far:absent,far,14,16,0,16,0,16,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",far:present,far,0,0,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",knight_a:absent,knight_a,10,61,0,61,0,61,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",knight_a:absent,knight_a,11,189,0,189,0,189,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",knight_a:absent,knight_a,12,195,0,195,0,195,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",knight_a:absent,knight_a,13,145,0,145,0,145,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",knight_a:absent,knight_a,14,16,0,16,0,16,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",knight_a:present,knight_a,0,0,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",knight_b:absent,knight_b,10,53,0,53,0,53,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",knight_b:absent,knight_b,11,174,0,174,0,174,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",knight_b:absent,knight_b,12,184,0,184,0,184,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",knight_b:absent,knight_b,13,162,0,162,0,162,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",knight_b:absent,knight_b,14,17,0,17,0,17,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",knight_b:present,knight_b,0,0,0,0,0,0,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",nn_other:absent,nn_other,10,44,0,44,0,44,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",nn_other:absent,nn_other,11,144,0,144,0,144,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",nn_other:absent,nn_other,12,158,0,158,0,158,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",nn_other:absent,nn_other,13,128,0,128,0,128,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",nn_other:absent,nn_other,14,14,0,14,0,14,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",nn_other:present,nn_other,10,2,0,2,0,2,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",nn_other:present,nn_other,11,3,0,3,0,3,0,0,0,0,0,0
tilted,"near_block:[1,2,5,0,0,0,0,0]",nn_other:present,nn_other,12,1,0,1,0,1,0,0,0,0,0,0
tilted,"near_block:[1,2,5,1,0,0,0,0]",axial2:absent,axial2,9,29,0,29,0,29,0,0,0,0,0,0
tilted,"near_block:[1,2,5,1,0,0,0,0]",axial2:absent,axial2,10,542,0,542,0,542,0,0,0,0,0,0
tilted,"near_block:[1,2,5,1,0,0,0,0]",axial2:absent,axial2,11,4315,0,4315,0,4315,0,0,0,0,0,0
tilted,"near_block:[1,2,5,1,0,0,0,0]",axial2:absent,axial2,12,18471,0,18471,0,18471,0,0,0,0,0,0
